Country,Country ISO,Country Code,Destination Network,MCC,MNC,Rate in USD
Aruba,ABW,297,Aruba-MIO,,,0.05000
Aruba,ABW,297,Aruba-Others,,,0.05000
Aruba,ABW,297,Aruba - New Millennium Telecom (Digicel),,,0.05000
Aruba,ABW,297,Aruba - SETAR,,,0.05000
Afghanistan,AFG,93,Afghanistan-Other,,,0.08600
Afghanistan,AFG,93,Afghanistan - Afghan Telecom,,,0.08600
Afghanistan,AFG,93,Afghanistan - Afghan Wireless Communication Company (AWCC),,,0.08600
Afghanistan,AFG,93,Afghanistan - Areeba (MTN),,,0.12500
Afghanistan,AFG,93,Afghanistan - Etisalat,,,0.08600
Afghanistan,AFG,93,Afghanistan - Roshan,,,0.12500
Angola,AGO,244,Angola-Others,,,0.06000
Angola,AGO,244,Angola - Movicel,,,0.06000
Angola,AGO,244,Angola - Unitel,,,0.06000
Anguilla,AIA,1264,Anguilla-Digicel,,,0.03500
Anguilla,AIA,1264,Anguilla-Others,,,0.03500
Anguilla,AIA,1264,Anguilla-LIME,,,0.03500
Anguilla,AIA,1264,Anguilla - Cable & Wireless (Anguilla),,,0.03500
Anguilla,AIA,1264,Anguilla - Weblinks,,,0.03500
Albania,ALB,355,Albania-Others,,,0.08500
Albania,ALB,355,Albania - Albania Mobile Communications (AMC),,,0.08500
Albania,ALB,355,Albania - Eagle Mobile,,,0.08500
Albania,ALB,355,Albania - Plus Communications (4L),,,0.08500
Albania,ALB,355,Albania - Vodafone Albania,,,0.08500
Andorra,AND,376,Andorra - Mobiland,,,0.04000
Netherlands Antilles,ANT,599,Netherlands Antilles-Telcell,,,0.02000
Netherlands Antilles,ANT,599,Netherlands Antilles - Digicel,,,0.03500
Netherlands Antilles,ANT,599,Netherlands Antilles - Satel,,,0.03500
United Arab Emirates,ARE,971,United Arab Emirates-Others,,,0.03000
United Arab Emirates,ARE,971,United Arab Emirates - Etisalat,,,0.03000
United Arab Emirates,ARE,971,United Arab Emirates - du,,,0.03000
Argentina,ARG,54,Argentina-Movistar,,,0.06500
Argentina,ARG,54,Argentina-Others,,,0.06500
Argentina,ARG,54,Argentina - CTI NORTE COMPANIA DE TELEFONOS DEL INTERIOR,,,0.06500
Argentina,ARG,54,Argentina - Claro,,,0.06900
Argentina,ARG,54,Argentina - NEXTEL COMMUNICATIONS ARGENTIN,,,0.06750
Argentina,ARG,54,Argentina - TELECOM PERSONAL,,,0.06500
Argentina,ARG,54,Argentina - TELEFONICA MOVILES ARGENTINA,,,0.06500
Argentina,ARG,54,COMPANIA DE RADIOCOMUNICACIONE,,,0.06500
Argentina,ARG,54,Argentina - GTE PCS,,,0.06500
Argentina,ARG,54,Argentina - TELEFONICA COMUNICACIONES PERSONALES,,,0.06750
Argentina,ARG,54,CTI COMPANIA DE TELEFONOS DEL INTERIOR,,,0.06800
Armenia,ARM,374,Armenia-Others,,,0.08100
Armenia,ARM,374,Armenia - ArmenTel,,,0.08100
Armenia,ARM,374,Armenia - K-Telecom (Vivacell),,,0.08100
Armenia,ARM,374,Armenia - Karabagh Telecom,,,0.08100
Armenia,ARM,374,Armenia - Orange Armenia,,,0.08100
American Samoa,ASM,1684,American Samoa-Others,,,0.06500
American Samoa,ASM,1684,American Samoa-ASTCA,,,0.06500
American Samoa,ASM,1684,American Samoa - American Samoa License DBA Blue Sky Communications,,,0.04000
Antigua and Barbuda,ATG,1268,Antigua and Barbuda-Others,,,0.04500
Antigua and Barbuda,ATG,1268,Antigua and Barbuda - APUA PCS,,,0.04500
Antigua and Barbuda,ATG,1268,Antigua and Barbuda - Cable & Wireless (Antigua),,,0.04500
Australia,AUS,61,Australia - Other Networks,,,0.03800
Australia,AUS,61,Australia-YES OPTUS,,,0.03800
Australia,AUS,61,Australia - Dialogue Communications Pty Limited,,,0.03800
Australia,AUS,61,Australia - Pivotel Satellite Pty Limited,,,0.03800
Australia,AUS,61,Australia - Rail Corporation,,,0.03800
Australia,AUS,61,Australia - SingTel Optus,,,0.03800
Australia,AUS,61,Australia - Telstra Corporation,,,0.03800
Australia,AUS,61,Australia - Victorian Rail Track,,,0.03800
Australia,AUS,61,Australia - Vodafone Australia PTY Limited,,,0.03800
Australia,AUS,61,Australia - Vodafone Hutchison Australia,,,0.03800
Australia,AUS,61,Australia Lycamobile Pty Ltd,,,0.03800
Australia,AUS,61,Australia - Default,,,0.03800
Austria,AUT,43,Austria-Others,,,0.07450
Austria,AUT,43,Austria-3 AT,,,0.07450
Austria,AUT,43,Austria - Hutchison 3G Austria GmbH (NETCO 3G GmbH),,,0.07450
Austria,AUT,43,Austria - Lycamobile,,,0.08680
Austria,AUT,43,Austria - T Mobile,,,0.07450
Austria,AUT,43,Austria - Orange,,,0.08680
Austria,AUT,43,Austria - A1 Telekom,,,0.07450
Azerbaijan,AZE,994,Azerbaijan-Others,,,0.14400
Azerbaijan,AZE,994,Azerbaijan-FONEX(Catel),,,0.14400
Azerbaijan,AZE,994,Azerbaijan - Azercell,,,0.16000
Azerbaijan,AZE,994,Azerbaijan - Azerfon(Nar Mobile),,,0.18000
Azerbaijan,AZE,994,Azerbaijan - Bakcell,,,0.18000
Azerbaijan,AZE,994,Azerbaijan - Catel,,,0.14400
Burundi,BDI,257,Burundi-Others,,,0.07000
Burundi,BDI,257,Burundi - Africell,,,0.07000
Burundi,BDI,257,Burundi - Econet Wireless,,,0.07000
Burundi,BDI,257,Burundi - Lacell (Smart Mobile),,,0.07000
Burundi,BDI,257,Burundi - Onatel,,,0.07000
Burundi,BDI,257,Burundi - U-COM,,,0.07000
Belgium,BEL,32,Belgium-Others,,,0.09500
Belgium,BEL,32,Belgium - Belgacom Mobile - Proximus,,,0.09500
Belgium,BEL,32,Belgium - KPN Belgium (BASE),,,0.09500
Belgium,BEL,32,Belgium - Lycamobile,,,0.09500
Belgium,BEL,32,Belgium - MOBISTAR s.a.,,,0.09500
Belgium,BEL,32,Belgium - N.M.B.S.,,,0.09500
Belgium,BEL,32,Belgium - TELENET n.v.,,,0.09500
Benin,BEN,229,Benin - Etisalat (Telecel),,,0.05500
Benin,BEN,229,Benin-MTN,,,0.05500
Benin,BEN,229,Benin-Others,,,0.05500
Benin,BEN,229,Benin - BBCom,,,0.05500
Benin,BEN,229,Benin - BeninCell (MTN)(Spacetel),,,0.05500
Benin,BEN,229,Benin - GloBenin,,,0.05500
Benin,BEN,229,Benin - Libercom,,,0.05500
Benin,BEN,229,Benin - Telecel,,,0.06500
Burkina Faso,BFA,226,Burkina Faso-Others,,,0.08300
Burkina Faso,BFA,226,Burkina Faso - Airtel Burkina Faso S.A.,,,0.06100
Burkina Faso,BFA,226,Burkina Faso - Telecel Faso S.A.,,,0.08300
Burkina Faso,BFA,226,Burkina Faso - Telmob S.A (ONATEL),,,0.08300
Bangladesh,BGD,880,Bangladesh All,,,0.07500
Bangladesh,BGD,880,Bangladesh - Axiat Bangladesh Ltd,,,0.07500
Bangladesh,BGD,880,Bangladesh - Grameen Phone,,,0.08500
Bangladesh,BGD,880,Bangladesh - Orascom Telecom Holding,,,0.08500
Bangladesh,BGD,880,Bangladesh - Pacific Bangladesh Telecom,,,0.07500
Bangladesh,BGD,880,Bangladesh - Teletalk,,,0.07500
Bangladesh,BGD,880,Bangladesh - Warid Telecom,,,0.08500
Bulgaria,BGR,359,Bulgaria - Other Networks,,,0.05600
Bulgaria,BGR,359,Bulgaria - Bulgarian Telecom Company (BTC),,,0.05600
Bulgaria,BGR,359,Bulgaria - Globul (Cosmo Bulgaria Mobile),,,0.09300
Bulgaria,BGR,359,Bulgaria - MobilTel AD,,,0.05600
Bahrain,BHR,973,Bahrain-Others,,,0.01500
Bahrain,BHR,973,Bahrain - Batelco,,,0.01500
Bahrain,BHR,973,Bahrain - ROYAL COURT,,,0.01500
Bahrain,BHR,973,Bahrain - Viva Bahrain / STC Bahrain,,,0.01500
Bahrain,BHR,973,Bahrain - Zain Bahrain,,,0.01500
Bahamas,BHS,1242,Bahamas - All Networks,,,0.02250
Bosnia and Herzegovina,BIH,387,Bosnia and Herzegovina-Others,,,0.06300
Bosnia and Herzegovina,BIH,387,Bosnia and Herzegovina - GSM BIH (BH Telecom),,,0.09000
Bosnia and Herzegovina,BIH,387,Bosnia and Herzegovina - HPT Mostar (HT d.d. Mostar),,,0.09500
Bosnia and Herzegovina,BIH,387,Bosnia and Herzegovina - m:tel,,,0.06300
Belarus,BLR,375,Belarus-Others,,,0.04400
Belarus,BLR,375,Belarus - BelCel JV,,,0.04400
Belarus,BLR,375,Belarus - JV Mobile Digital Communications Ltd (Velcom),,,0.07500
Belarus,BLR,375,Belarus - Life:),,,0.04400
Belarus,BLR,375,Belarus - Mobile TeleSystems LLC (MTS),,,0.07500
Belize,BLZ,501,Belize-Others,,,0.02430
Belize,BLZ,501,Belize - Belize Telecommunication,,,0.02430
Belize,BLZ,501,Belize - SPEEDNET,,,0.02430
Bermuda,BMU,1441,Bermuda - Digicel,,,0.05110
Bermuda,BMU,1441,Bermuda - CellularOne (Bermuda Digital),,,0.03400
Bolivia,BOL,591,Bolivia-Others,,,0.03000
Bolivia,BOL,591,Bolivia - Entel,,,0.03000
Bolivia,BOL,591,Bolivia - Tigo,,,0.06600
Bolivia,BOL,591,Bolivia - Viva,,,0.08750
Brazil,BRA,55,Brazil-Others,,,0.03900
Brazil,BRA,55,Brazil - CTBC Celular,,,0.03900
Brazil,BRA,55,Brazil - Claro,,,0.03900
Brazil,BRA,55,Brazil - Datora Telecommunications,,,0.03900
Brazil,BRA,55,Brazil - Nextel Brazil,,,0.03900
Brazil,BRA,55,Brazil - Oi Grupo,,,0.03900
Brazil,BRA,55,Brazil - Options Comp & Elet Ltda,,,0.03900
Brazil,BRA,55,Brazil - Porto Seguro Telecomunicacoes,,,0.03900
Brazil,BRA,55,Brazil - Sercomtel Celular,,,0.03900
Brazil,BRA,55,Brazil - TIM Celular,,,0.03900
Brazil,BRA,55,Brazil - Telcom Telecomunicacoes Do Brasil,,,0.03900
Brazil,BRA,55,Brazil - Unicel Do Brasil Telecomunicacoes,,,0.03900
Brazil,BRA,55,Brazil - Vivo,,,0.03900
Brazil,BRA,55,Brazil VIVO MG,,,0.03900
Barbados,BRB,1246,Barbados-Others,,,0.03770
Barbados,BRB,1246,Barbados-LIME (Cable and Wireless),,,0.03770
Barbados,BRB,1246,Barbados-Sunbeach,,,0.03770
Brunei,BRN,673,Brunei-Others,,,0.01200
Brunei,BRN,673,B-Mobile Communications,,,0.01200
Brunei,BRN,673,DST Communications,,,0.01200
Bhutan,BTN,975,Bhutan-B-Mobile,,,0.04600
Bhutan,BTN,975,Bhutan-Others,,,0.04600
Bhutan,BTN,975,Bhutan - Bhutan Telecom,,,0.04600
Bhutan,BTN,975,Bhutan - Tashi Cell,,,0.04600
Botswana,BWA,267,Botswana-Others,,,0.04200
Botswana,BWA,267,Botswana - BTC Mobile,,,0.04200
Botswana,BWA,267,Botswana - Mascom Wireless,,,0.09500
Botswana,BWA,267,Botswana - Orange Botswana,,,0.09500
Central African Republic,CAF,236,Central African Republic-Others,,,0.03000
Central African Republic,CAF,236,Central African Republic - A-Cell,,,0.06500
Central African Republic,CAF,236,Central African Republic - NationLink Telecom,,,0.08300
Central African Republic,CAF,236,Central African Republic - Orange,,,0.02800
Central African Republic,CAF,236,Central African Republic - Telecel,,,0.02100
Canada,CAN,1,Canada - Aliant Telecom (Mobility),,,0.00500
Canada,CAN,1,Canada - Bell Mobility,,,0.00500
Canada,CAN,1,Canada - Dave Mobilicity,,,0.00500
Canada,CAN,1,Canada - Dryden Mobility,,,0.00500
Canada,CAN,1,Canada - Fido Solutions,,,0.00500
Canada,CAN,1,Canada - Globalive Wireless Management,,,0.00500
Canada,CAN,1,Canada - Globalstar Canada,,,0.00500
Canada,CAN,1,Canada - MTS Mobility,,,0.00500
Canada,CAN,1,Canada - Rogers Wireless,,,0.00500
Canada,CAN,1,Canada - SaskTel Wireless,,,0.00500
Canada,CAN,1,Canada - TBayTel Wireless,,,0.00500
Canada,CAN,1,Canada - Telus Mobility,,,0.00500
Canada,CAN,1,Canada - Videotron,,,0.00500
Canada,CAN,1,Canada - All,,,0.00500
Switzerland,CHE,41,Switzerland - Comfone AG,,,0.06000
Switzerland,CHE,41,Switzerland - In&Phone,,,0.06000
Switzerland,CHE,41,Switzerland - Lycamobile (SALT),,,0.06000
Switzerland,CHE,41,Switzerland - Orange Communications,,,0.07900
Switzerland,CHE,41,Switzerland - Sunrise Communications,,,0.06000
Switzerland,CHE,41,Switzerland - Swisscom,,,0.06000
Switzerland,CHE,41,UPC Cablecom GmbH,,,0.06000
Switzerland,CHE,41,Switzerland - Other,,,0.03000
Chile,CHL,56,Chile - Movistar,,,0.06300
Chile,CHL,56,Chile-Nextel,,,0.06300
Chile,CHL,56,Chile-Others,,,0.06300
Chile,CHL,56,Chile - BLUE TWO CHILE,,,0.06300
Chile,CHL,56,Chile - CENTENNIAL CAYMAN CORP,,,0.06300
Chile,CHL,56,Chile - CLARO CHILE,,,0.06300
Chile,CHL,56,Chile - Celupago,,,0.06300
Chile,CHL,56,Chile - ENTEL PCS TELECOMUNICACIONES,,,0.06300
Chile,CHL,56,Chile - NETLINE TELEFONICA,,,0.06300
Chile,CHL,56,Chile - TELEFONICA MOVILES CHILE,,,0.06300
Chile,CHL,56,Chile - TRIBE MOBILE SPA,,,0.06300
Chile,CHL,56,Chile - Telestar Movil,,,0.06300
Chile,CHL,56,Chile - VTR BANDA ANCHA,,,0.06300
China,CHN,86,China Others,,,0.02950
China,CHN,86,China - China Mobile,,,0.02950
China,CHN,86,China - China Telecom (CDMA),,,0.02950
China,CHN,86,China - China Unicom,,,0.02950
Ivory Coast,CIV,225,Cote d'Ivoire-Others,,,0.06500
Ivory Coast,CIV,225,Cote D'Ivoire - Atlantique Cellulaire (MOOV),,,0.08000
Ivory Coast,CIV,225,Cote D'Ivoire - Comium Ivory Coast Inc (KoZ),,,0.08000
Ivory Coast,CIV,225,Cote D'Ivoire - MTN Cote d'Ivoire,,,0.08000
Ivory Coast,CIV,225,Cote D'Ivoire - NiamoutieTelecom,,,0.06500
Ivory Coast,CIV,225,Cote D'Ivoire - Orange Cote d'Ivoire,,,0.15000
Ivory Coast,CIV,225,Cote D'Ivoire - Oricel Cote d'Ivoire,,,0.12000
Cameroon,CMR,237,Cameroon - MTN,,,0.06000
Cameroon,CMR,237,Cameroon - Orange,,,0.05500
Congo Democratic Republic,COD,243,"Congo, The Democratic Republic of the-Others",,,0.06700
Congo Democratic Republic,COD,243,Equateur Telecom Congo (ETC),,,0.07500
Congo Democratic Republic,COD,243,CYRUS,,,0.06700
Congo Democratic Republic,COD,243,Congolese Wireless Network (Vodacom),,,0.04100
Congo Democratic Republic,COD,243,AIRTEL (old Zain),,,0.09200
Congo Democratic Republic,COD,243,Supercell,,,0.08300
Congo Democratic Republic,COD,243,Orange,,,0.06700
Congo Democratic Republic,COD,243,Yozma Timeturns,,,0.07500
Congo Democratic Republic,COD,243,Sait-Telecom (Oasis),,,0.06700
Congo Democratic Republic,COD,243,Africell RDC,,,0.07500
Congo,COG,242,Congo-Airtel,,,0.05300
Congo,COG,242,Congo-Others,,,0.05300
Congo,COG,242,Celtel Congo,,,0.05300
Congo,COG,242,MTN Congo S.A.,,,0.05300
Cook Islands,COK,682,Cook Islands-Others,,,0.02700
Cook Islands,COK,682,Cook Islands - Telecom Cook Islands Ltd,,,0.02700
Colombia,COL,57,Colombia-Others,,,0.04100
Colombia,COL,57,Colombia - Avantel S.A.,,,0.04100
Colombia,COL,57,Colombia - Comcel S.A. (Claro),,,0.04100
Colombia,COL,57,Colombia - LLEIDA S.A.S.,,,0.04100
Colombia,COL,57,Colombia - Telefonica Colombia,,,0.04100
Comoros,COM,269,Comoros-Others,,,0.01850
Comoros,COM,269,Comoros - Comores Telecom,,,0.03000
Cape Verde,CPV,238,Cape Verde-Others,,,0.04700
Cape Verde,CPV,238,Cape Verde - Cabo Verde Movel,,,0.08800
Cape Verde,CPV,238,Cape Verde - TPlus Telecom,,,0.04700
Costa Rica,CRI,506,Costa Rica-Others,,,0.04500
Costa Rica,CRI,506,Costa Rica - Claro Costa Rica Telecomunicaciones,,,0.04500
Costa Rica,CRI,506,Costa Rica - Instituto Costarricense de Electricidad (ICE),,,0.04500
Costa Rica,CRI,506,Costa Rica - Telefonica Moviles,,,0.04500
Cuba,CUB,53,Cuba - ETECSA/Cubacel,,,0.08000
Cayman Islands,CYM,1345,Cayman Islands - Digicell,,,0.05400
Cayman Islands,CYM,1345,Cayman Islands-Others,,,0.05400
Cayman Islands,CYM,1345,Cayman Islands - Cable & Wireless (Cayman Islan,,,0.05400
Cyprus,CYP,357,Cyprus-Others,,,0.03650
Cyprus,CYP,357,CYTAmobile-Vodafone,,,0.03650
Cyprus,CYP,357,MTN (Areeba Ltd),,,0.03650
Cyprus,CYP,357,PrimeTel PLC,,,0.03650
Cyprus,CYP,357,Lemontel Ltd,,,0.03650
Czech Republic,CZE,420,Czech Republic - ASTELNET,,,0.05900
Czech Republic,CZE,420,Czech Republic - Air Telecom (MobilKom),,,0.05900
Czech Republic,CZE,420,Czech Republic - Compatel,,,0.05900
Czech Republic,CZE,420,Czech Republic - T-Mobile Czech Republic (T-Systems),,,0.05900
Czech Republic,CZE,420,Czech Republic - TRAVEL TELEKOMMUNIKATION,,,0.05900
Czech Republic,CZE,420,Czech Republic - Telefonica Czech Republic,,,0.05900
Czech Republic,CZE,420,Czech Republic - Vodafone Czech Republic,,,0.05900
Germany,DEU,49,Germany Others,,,0.09500
Germany,DEU,49,Germany - DTAG (T-Mobile),,,0.09500
Germany,DEU,49,Germany - E Plus Mobilfunk,,,0.09500
Germany,DEU,49,Germany - Lycamobile,,,0.09500
Germany,DEU,49,Germany - Telefonica (O2 Germany GmbH & Co. OHG),,,0.09500
Germany,DEU,49,Germany - Vodafone D2,,,0.09500
Djibouti,DJI,253,Djibouti - Evatis,,,0.09200
Djibouti,DJI,253,Djibouti - Others,,,0.09200
Dominica,DMA,1767,Dominica - Cable & Wireless LIME (Dominica),,,0.03000
Denmark,DNK,45,Denmark-Other Networks,,,0.03250
Denmark,DNK,45,Denmark - Hi3G,,,0.03250
Denmark,DNK,45,Denmark - Lycamobile Denmark Ltd,,,0.03250
Denmark,DNK,45,Denmark - Mach Connectivity,,,0.03250
Denmark,DNK,45,Denmark - TDC,,,0.03250
Denmark,DNK,45,Denmark - Telenor,,,0.03250
Denmark,DNK,45,Denmark - Telia,,,0.03250
Dominican Republic,DOM,1809,Dominican Republic - Other,,,0.06200
Dominican Republic,DOM,1809,Dominican Republic - Compania Dominicana de Telefon (Claro),,,0.06200
Dominican Republic,DOM,1809,Dominican Republic - Orange Dominicana,,,0.06200
Dominican Republic,DOM,1809,Dominican Republic - Tricom,,,0.06200
Dominican Republic,DOM,1809,Dominican Republic - Trilogy Dominicana (Viva),,,0.06200
Algeria,DZA,213,Algeria-Others,,,0.11000
Algeria,DZA,213,Algeria - Algerie Telecom,,,0.11600
Algeria,DZA,213,Algeria - Orascom Telecom,,,0.11000
Algeria,DZA,213,Algeria - Wataniya Telecom Algerie (Nedjma),,,0.11000
Ecuador,ECU,593,Ecuador-Others,,,0.07000
Ecuador,ECU,593,Ecuador - Claro (Conecel S.A.),,,0.07000
Ecuador,ECU,593,Ecuador - Movistar (Otecel),,,0.14000
Egypt,EGY,20,Egypt - Etisalat,,,0.06800
Egypt,EGY,20,Egypt - Mobilnil,,,0.06800
Egypt,EGY,20,Egypt - Vodafone,,,0.06800
Egypt,EGY,20,Egypt - Default,,,0.06800
Egypt,EGY,20,Egypt - Telecom Egypt,,,0.06800
Eritrea,ERI,291,Eritrea-Others,,,0.10000
Eritrea,ERI,291,Eritrea - Eritel,,,0.10000
Spain,ESP,34,Spain-Other Networks,,,0.06200
Spain,ESP,34,Spain - BT Espana,,,0.06200
Spain,ESP,34,Spain - Best Spain Telecom,,,0.06200
Spain,ESP,34,Spain - Cableuropa (Ono),,,0.06200
Spain,ESP,34,Spain - EPCATEM MALAGA 2000,,,0.06200
Spain,ESP,34,Spain - France Telecom (Orange) Espana,,,0.06200
Spain,ESP,34,Spain - JAZZ TELECOM,,,0.06200
Spain,ESP,34,Spain - Lycamobile,,,0.06200
Spain,ESP,34,Spain - R Cable Y Telecomunicaciones Galicia,,,0.06200
Spain,ESP,34,Spain - Telecable De Asturias,,,0.06200
Spain,ESP,34,Spain - Telefonica Moviles Espana,,,0.06200
Spain,ESP,34,Spain - Vodafone Espana,,,0.07500
Spain,ESP,34,Spain - Xfera (Yoigo),,,0.06200
Spain,ESP,34,Fonyou Telecom,,,0.06200
Estonia,EST,372,Estonia-Others,,,0.06900
Estonia,EST,372,Estonia - EMT,,,0.07500
Estonia,EST,372,Estonia - Elisa Eesti AS (Radiolinja Eesti),,,0.06900
Estonia,EST,372,Estonia - Tele 2 Eesti,,,0.08000
Ethiopia,ETH,251,Ethiopia - EthioMobile,,,0.01700
Finland,FIN,358,Finland-Saunalahti,,,0.07250
Finland,FIN,358,Finland - Alands Mobiltelefon,,,0.08100
Finland,FIN,358,Finland - Compatel Limited,,,0.07250
Finland,FIN,358,Finland - DNA Finland,,,0.07250
Finland,FIN,358,Finland - Elisa Oy,,,0.07250
Finland,FIN,358,Finland - Nokia,,,0.07250
Finland,FIN,358,Finland - Suomen Erillisverkot,,,0.07250
Finland,FIN,358,Finland - TeliaSonera Finland,,,0.08100
Finland,FIN,358,Finland - Ukko Mobile,,,0.07250
Finland,FIN,358,Finland - Virve Tuotteet ja Palvelut Oy,,,0.07250
Finland,FIN,358,TDC Finland,,,0.07250
Finland,FIN,358,Mundio Mobile (Finland) Limited),,,0.07250
Finland,FIN,358,Finland - Others,,,0.07250
Fiji,FJI,679,Fiji-Others,,,0.03700
Fiji,FJI,679,Fiji - Digicel,,,0.03700
Fiji,FJI,679,Fiji - Vodafone,,,0.12000
Falkland Islands (Malvinas),FLK,500,Falkland Islands (Malvinas) - All Networks,,,0.02000
France,FRA,33,France - Others,,,0.07100
France,FRA,33,France - ASSOCIATION PLATE,,,0.07100
France,FRA,33,France - ASTRIUM SAS,,,0.07100
France,FRA,33,France - BOUYGUES TELECOM,,,0.07100
France,FRA,33,France - COMPLETEL,,,0.07100
France,FRA,33,France - FREE MOBILE,,,0.07100
France,FRA,33,France - Globalstar Europe,,,0.07100
France,FRA,33,France - Hewlett,,,0.07100
France,FRA,33,France - MOBIQUITHINGS,,,0.07100
France,FRA,33,France - NRJ MOBILE,,,0.07100
France,FRA,33,France - OMEA TELECOM,,,0.07100
France,FRA,33,France - ORANGE FRANCE,,,0.07100
France,FRA,33,France - SOCIETE FRANCAISE DU RADIOTELEPHONE (SFR),,,0.07100
France,FRA,33,France - TRANSATEL,,,0.07100
France,FRA,33,Ste D'INGENIERIE SYSTEME TELECOM ET RESEAUX,,,0.07100
France,FRA,33,LYCAMOBILE,,,0.07100
France,FRA,33,AFONE,,,0.07100
France,FRA,33,MUNDIO MOBILE,,,0.07100
Faeroe Islands,FRO,298,Faeroe Islands - All Networks,,,0.01000
Micronesia,FSM,691,Micronesia - All Networks,,,0.06500
Gabon,GAB,241,Gabon-Others,,,0.05000
Gabon,GAB,241,Gabon - Libertis,,,0.02500
Gabon,GAB,241,Gabon - Telecel,,,0.02500
Gabon,GAB,241,Gabon - Airtel,,,0.05000
United Kingdom,GBR,44,United Kingdom - Other Networks,,,0.03300
United Kingdom,GBR,44,United Kingdom-O2,,,0.03300
United Kingdom,GBR,44,United Kingdom-T Mobile,,,0.03300
United Kingdom,GBR,44, United Kingdom-Landline,,,0.03300
United Kingdom,GBR,44,United Kingdom - Sure (Guernsey) Limited,,,0.03300
United Kingdom,GBR,44,United Kingdom - Airwave Solutions,,,0.03300
United Kingdom,GBR,44,United Kingdom - BT (Mcom),,,0.03300
United Kingdom,GBR,44,United Kingdom - Cloud9 Communications,,,0.03300
