Country,Country ISO,Country Code,Destination Network,MCC,MNC,Rate in USD
Ireland,IRL,353,Ireland-Others,,,0.06900
Ireland,IRL,353,Ireland - Clever Communications Ltd,,,0.06900
Ireland,IRL,353,Ireland - Eircom,,,0.06900
Ireland,IRL,353,Ireland - Hutchison 3G Ireland Ltd,,,0.06900
Ireland,IRL,353,Ireland - Meteor Mobile Communications Ltd.,,,0.06900
Ireland,IRL,353,Ireland - O2 Communications (Ireland) Ltd.,,,0.06900
Ireland,IRL,353,Ireland - Vodafone Ireland plc,,,0.06900
Ireland,IRL,353,Liffey Telecom Ltd,,,0.06900
Ireland,IRL,353,Lycamobile Ireland Ltd,,,0.06900
Iran,IRN,98,"Iran, Islamic Republic Of-MTCE",,,0.03700
Iran,IRN,98,Iran - Irancell,,,0.05800
Iran,IRN,98,Iran - Mobile Communications Company of Iran (MCI),,,0.03700
Iran,IRN,98,Iran - Mobile Telecommunications Company of Esfahan (MTCE),,,0.06500
Iran,IRN,98,Iran - Talya,,,0.04500
Iran,IRN,98,Iran - Telecommunication Kish Co. (Kifzo),,,0.03700
Iran,IRN,98,Iran - Default,,,0.03700
Iraq,IRQ,964,Iraq - Al-Mazaya,,,0.10000
Iraq,IRQ,964,Iraq - Al-Nakheel,,,0.10000
Iraq,IRQ,964,Iraq - Al-Seraj,,,0.10000
Iraq,IRQ,964,Iraq - Al-Shams,,,0.10000
Iraq,IRQ,964,Iraq - Anwar Yagoot Al Khaleej,,,0.10000
Iraq,IRQ,964,Iraq - Asia Cell,,,0.10000
Iraq,IRQ,964,Iraq - Belad Babel,,,0.06000
Iraq,IRQ,964,Iraq - Emaar Al-Basrah,,,0.10000
Iraq,IRQ,964,Iraq - Furatfone,,,0.10000
Iraq,IRQ,964,Iraq - High Link,,,0.10000
Iraq,IRQ,964,Iraq - ITC Fanoos,,,0.10000
Iraq,IRQ,964,Iraq - ITPC,,,0.10000
Iraq,IRQ,964,Iraq - Iraq Central Cooperative Association for Communication and Transportation,,,0.10000
Iraq,IRQ,964,Iraq - IraqCell,,,0.10000
Iraq,IRQ,964,Iraq - IraqTel,,,0.10000
Iraq,IRQ,964,Iraq - Itisaluna,,,0.10000
Iraq,IRQ,964,Iraq - Kalimat,,,0.10000
Iraq,IRQ,964,Iraq - KorekTel,,,0.10000
Iraq,IRQ,964,Iraq - Mobitel,,,0.05500
Iraq,IRQ,964,Iraq - Sader Al-Iraq,,,0.10000
Iraq,IRQ,964,Iraq - Shally,,,0.10000
Iraq,IRQ,964,Iraq - ZAIN,,,0.10000
Iraq,IRQ,964,Iraq - Default,,,0.10000
Iceland,ISL,354,Iceland-Others,,,0.02500
Iceland,ISL,354,Iceland - Amitelo AG,,,0.02500
Iceland,ISL,354,Iceland - IMC Islande (Viking),,,0.02500
Iceland,ISL,354,Iceland - IceCell,,,0.02500
Iceland,ISL,354,Iceland - Nova,,,0.02500
Iceland,ISL,354,Iceland - Og fjarskipti  (Vodafone),,,0.02500
Iceland,ISL,354,Iceland - Siminn,,,0.05000
Israel,ISR,972,Israel All,,,0.02000
Israel,ISR,972,Israel - Cellcom,,,0.02000
Israel,ISR,972,Israel - Golan Telecom,,,0.02000
Israel,ISR,972,Israel - HOT Telecom,,,0.02000
Israel,ISR,972,Israel - Jawwal,,,0.13000
Israel,ISR,972,Israel - Partner Communications Co. Ltd (Orange),,,0.02000
Israel,ISR,972,Israel - Pelephone,,,0.02000
Israel,ISR,972,Israel - Wataniya Palestine,,,0.05000
Israel,ISR,972,Alon Cellular Ltd (Youphone)),,,0.02000
Israel,ISR,972,Home Cellular,,,0.02000
Israel,ISR,972,Rami Levi,,,0.02000
Italy,ITA,39,Italy - Others,,,0.06500
Italy,ITA,39,Italy - FASTWEB,,,0.06500
Italy,ITA,39,Italy - H3G,,,0.06500
Italy,ITA,39,Italy - Intermatica,,,0.06500
Italy,ITA,39,Italy - Lycamobile,,,0.06500
Italy,ITA,39,Italy - Noverca Italia,,,0.06500
Italy,ITA,39,Italy - Rete Ferroviaria Italiana (RFI),,,0.06500
Italy,ITA,39,Italy - TIM Italia,,,0.06500
Italy,ITA,39,Italy - Telespazio,,,0.06500
Italy,ITA,39,Italy - Vodafone,,,0.06500
Italy,ITA,39,Italy - Wind Telecomunicazioni,,,0.06500
Italy,ITA,39,Poste Italiane,,,0.06500
Jamaica,JAM,1876,Jamaica-Digicel,,,0.04500
Jamaica,JAM,1876,Jamaica-LIME,,,0.04500
Jamaica,JAM,1876,Jamaica-Other,,,0.04500
Jamaica,JAM,1876,Jamaica - Cable & Wireless (Jamaica),,,0.04500
Jordan,JOR,962,Jordan-Xpress,,,0.07500
Jordan,JOR,962,Jordan - Petra Joranian Mobile Telecommunications Co,,,0.12000
Jordan,JOR,962,Jordan - Umniah,,,0.10000
Jordan,JOR,962,Jordan - Zain,,,0.10000
Jordan,JOR,962,Jordan - Default,,,0.07500
Japan,JPN,81,Japan-eMobile,,,0.07500
Japan,JPN,81,Japan-Others,,,0.07500
Japan,JPN,81,Japan - KDDI,,,0.07500
Japan,JPN,81,Japan - NTT DoCoMo,,,0.07500
Japan,JPN,81,Japan - Okinawa Cellular,,,0.07500
Japan,JPN,81,Japan - Softbank Mobile (SBM),,,0.07500
Japan,JPN,81,"Japan - Ymobile (AKA eAccess, Willcom)",,,0.08000
Kazakhistan,KAZ,7,Beeline (K-mobile),,,0.12000
Kazakhistan,KAZ,7,K-Cell,,,0.06200
Kazakhistan,KAZ,7,Altel (Dalacom),,,0.12000
Kazakhistan,KAZ,7,Kazakhtelecom,,,0.12000
Kazakhistan,KAZ,7,Kazakhistan-others,,,0.12000
Kenya,KEN,254,Kenya-Econet,,,0.04500
Kenya,KEN,254,Kenya-Other,,,0.04500
Kenya,KEN,254,Kenya - Airtel,,,0.09000
Kenya,KEN,254,Kenya - Essar Telecom Kenya,,,0.06000
Kenya,KEN,254,Kenya - Safaricom (GSM),,,0.06000
Kenya,KEN,254,Kenya - Telkom Kenya Ltd (Orange),,,0.04500
Kyrgyzstan,KGZ,996,Kyrgyzstan-Fonex,,,0.05800
Kyrgyzstan,KGZ,996,Kyrgyzstan-Others,,,0.05800
Kyrgyzstan,KGZ,996,Bitel,,,0.04400
Kyrgyzstan,KGZ,996,BiMoCom (Megacom),,,0.07500
Kyrgyzstan,KGZ,996,Nur Telecom,,,0.08000
Cambodia,KHM,855,Cambodia-Others,,,0.06000
Cambodia,KHM,855,Cambodia - Applifone Co Ltd (StarCell),,,0.07500
Cambodia,KHM,855,Cambodia - Cad Com / TrueMove,,,0.07300
Cambodia,KHM,855,Cambodia - Camshin,,,0.06000
Cambodia,KHM,855,Cambodia - Camtel,,,0.06000
Cambodia,KHM,855,Cambodia - Hello Axiata Co Ltd (NMT),,,0.07500
Cambodia,KHM,855,Cambodia - Latelz Co Ltd (Smart Mobile),,,0.07500
Cambodia,KHM,855,Cambodia - Metfone,,,0.06000
Cambodia,KHM,855,Cambodia - Mobitel,,,0.06000
Cambodia,KHM,855,Cambodia - Sotelco,,,0.06000
Kiribati,KIR,686,Kiribati - All Networks,,,0.06500
Saint Kitts And Nevis,KNA,1869,Saint Kitts and Nevis-LIME,,,0.05500
Saint Kitts And Nevis,KNA,1869,Saint Kitts and Nevis-Others,,,0.04500
Saint Kitts And Nevis,KNA,1869,Cable & Wireless,,,0.05500
Saint Kitts And Nevis,KNA,1869,UTS CariGlobe,,,0.03500
South Korea,KOR,82,South Korea - All Networks,,,0.03500
Kuwait,KWT,965,Kuwait - Kuwait Telecom Company,,,0.06000
Kuwait,KWT,965,Kuwait - Ooredoo,,,0.06000
Kuwait,KWT,965,Kuwait - Zain / Mobile Telecommunication Company (MTC),,,0.06000
Laos,LAO,856,LAO PEOPLE'S DEMOCRATIC REPUBLIC-Others,,,0.02200
Laos,LAO,856,Laos - Entreprise d'Etat des Postes et Telecommunications Lao (ETL),,,0.05000
Laos,LAO,856,Laos - Lao Telecom,,,0.02200
Laos,LAO,856,Laos - Millicom Lao Co (Tigo),,,0.02200
Laos,LAO,856,Laos - Star Telecom Company Ltd (STL),,,0.03300
Lebanon,LBN,961,Lebanon-Others,,,0.03200
Lebanon,LBN,961,Lebanon - Alfa,,,0.03200
Lebanon,LBN,961,Lebanon - MTC Touch,,,0.03200
Liberia,LBR,231,Liberia-Others,,,0.06400
Liberia,LBR,231,Liberia - Cellcom,,,0.06400
Liberia,LBR,231,Liberia - Comium Liberia,,,0.06400
Liberia,LBR,231,Liberia - Libercell,,,0.06400
Liberia,LBR,231,Liberia - Lonestar Communications Corp.,,,0.07000
Libya,LBY,218,Libya - Al-Madar (Orbit),,,0.03000
Libya,LBY,218,Libya - Libyana,,,0.09700
Saint Lucia,LCA,1758,Saint Lucia-Others,,,0.01600
Saint Lucia,LCA,1758,Saint Lucia - Cable & Wireless (LIME),,,0.03600
Liechtenstein,LIE,423,Liechtenstein-Others,,,0.02700
Liechtenstein,LIE,423,Liechtenstein - Cubic Corporation,,,0.02700
Liechtenstein,LIE,423,Liechtenstein - First Mobile,,,0.02700
Liechtenstein,LIE,423,Liechtenstein - Mobilkom Liechtenstein,,,0.02700
Liechtenstein,LIE,423,Liechtenstein - Orange (Liechtenstein),,,0.02700
Liechtenstein,LIE,423,Liechtenstein - Swisscom (Schweiz),,,0.03000
Sri Lanka,LKA,94,Sri Lanka - Bharti Airtel Lanka (Pvt) Ltd,,,0.09700
Sri Lanka,LKA,94,Sri Lanka - Etisalat,,,0.09500
Sri Lanka,LKA,94,Sri Lanka - Dialog Axiata,,,0.11000
Sri Lanka,LKA,94,Sri Lanka - Hutchison,,,0.07500
Sri Lanka,LKA,94,Sri Lanka - Mobitel (Pvt) Limited,,,0.09500
Sri Lanka,LKA,94,Sri Lanka - Other Networks,,,0.09500
Lesotho,LSO,266,Lesotho - Econet Telecom (Ezi Cel Lesotho),,,0.03330
Lesotho,LSO,266,Lesotho - Vodacom,,,0.03330
Lithuania,LTU,370,Lithuania-BITE,,,0.04000
Lithuania,LTU,370,Lithuania - UAB Omnitel,,,0.04000
Lithuania,LTU,370,Lithuania - UAB Tele2,,,0.04500
Luxembourg,LUX,352,Luxembourg - Orange Business Luxembourg,,,0.02450
Luxembourg,LUX,352,Luxembourg - P & T Luxembourg (LuxGSM),,,0.05250
Luxembourg,LUX,352,Luxembourg - TANGO,,,0.07700
Latvia,LVA,371,Latvia-Others,,,0.06400
Latvia,LVA,371,Latvia - BITE Latvija,,,0.06400
Latvia,LVA,371,Latvia - Latvijas Mobilais Telefons (LMT),,,0.06400
Latvia,LVA,371,Latvia - Rigatta,,,0.06400
Latvia,LVA,371,Latvia - Tele2,,,0.06400
Latvia,LVA,371,Latvia - Telekom Baltija (TRIATEL),,,0.06400
Latvia,LVA,371,IZZI,,,0.06400
Macao,MAC,853,SmarTone,,,0.04800
Macao,MAC,853,Companhia de Telecommunicacios de Macua (CTM) (02),,,0.04800
Macao,MAC,853,China Telecom,,,0.04800
Macao,MAC,853,Hutchison Telecom (02),,,0.03750
Saint Martin,MAF,1599,Saint Martin - All Networks,,,0.04000
Morocco,MAR,212,Morocco - Others,,,0.05700
Morocco,MAR,212,Morocco - Itissalat Al-Maghrib,,,0.06200
Morocco,MAR,212,Morocco - Medi Telecom,,,0.05700
Morocco,MAR,212,Morocco - Wana (Maroc Connect),,,0.08300
Monaco,MCO,377,Monaco-Others,,,0.10000
Monaco,MCO,377,Monaco - Monaco Telecom,,,0.10000
Moldova,MDA,373,"Moldova, Republic Of-IDC",,,0.06000
Moldova,MDA,373,"Moldova, Republic Of-Unite",,,0.06000
Moldova,MDA,373,Moldova - Eventis Mobile,,,0.06000
Moldova,MDA,373,Moldova - MoldCell,,,0.06000
Moldova,MDA,373,Moldova - Moldtelecom,,,0.06000
Moldova,MDA,373,Moldova - Orange Moldova,,,0.06000
Madagascar,MDG,261,Madagascar - Orange Madagascar,,,0.02600
Madagascar,MDG,261,Madagascar - Sacel,,,0.02600
Madagascar,MDG,261,Madagascar - Telecom Malagasy,,,0.02600
Madagascar,MDG,261,Madagascar - ZAIN Madagascar,,,0.02600
Maldives,MDV,960,Maldives - Dhiraagu,,,0.02000
Maldives,MDV,960,Maldives - Wmobile (Wataniya Telecom),,,0.02000
Mexico,MEX,52,Mexico Other Networks,,,0.04750
Mexico,MEX,52,Mexico-Telcel,,,0.04750
Mexico,MEX,52,Mexico - America Movil,,,0.04750
Mexico,MEX,52,Mexico - Iusacell,,,0.04750
Mexico,MEX,52,Mexico - Movistar,,,0.04900
Mexico,MEX,52,Mexico - NII Digital (Nextel),,,0.04750
Macedonia,MKD,389,Macedonia - ONE (Cosmofon),,,0.04200
Macedonia,MKD,389,Macedonia - T-Mobile,,,0.08000
Macedonia,MKD,389,Macedonia - VIP Operator,,,0.08000
Macedonia,MKD,389,Macedonia - Default,,,0.08000
Mali,MLI,223,Mali-Others,,,0.12000
Mali,MLI,223,Mali - Malitel (Sotelma),,,0.12000
Mali,MLI,223,Mali - Orange Mali,,,0.12000
Malta,MLT,356,Malta - Others,,,0.01500
Malta,MLT,356,Malta-GO,,,0.01500
Malta,MLT,356,Malta - Melita,,,0.01500
Malta,MLT,356,Malta - Mobisle Communications Limited,,,0.01500
Malta,MLT,356,Malta - Vodafone Malta,,,0.04300
Myanmar,MMR,95,Myanmar - Myanmar Posts and Telecommunications (MPT),,,0.11000
Myanmar,MMR,95,Myanmar - Ooredoo Myanmar Limited,,,0.11000
Myanmar,MMR,95,Myanmar - Telenor Myanmar Company Limited,,,0.11000
Montenegro,MNE,382,Montenegro-Telenor,,,0.02200
Montenegro,MNE,382,Montenegro - MTEL,,,0.04000
Montenegro,MNE,382,Montenegro - ProMonte,,,0.02200
Montenegro,MNE,382,Montenegro - T-Mobile,,,0.02200
Mongolia,MNG,976,Mongolia-Others,,,0.03500
Mongolia,MNG,976,Mongolia - G mobile net Co. Ltd,,,0.03500
Mongolia,MNG,976,Mongolia - MobiCom,,,0.06700
Mongolia,MNG,976,Mongolia - Skytel,,,0.10000
Mongolia,MNG,976,Mongolia - Unitel,,,0.07400
Northern Mariana Islands,MNP,1670,Northern Mariana Islands - All Networks,,,0.03500
Mozambique,MOZ,258,Mozambique-Others,,,0.02000
Mozambique,MOZ,258,Mozambique - Mcel,,,0.02000
Mozambique,MOZ,258,Mozambique - Movitel S.A.,,,0.03500
Mozambique,MOZ,258,Mozambique - Vodacom,,,0.04000
Mauritania,MRT,222,Mauritania - Chinguitel,,,0.07700
Mauritania,MRT,222,Mauritania - Mattel,,,0.06500
Mauritania,MRT,222,Mauritania - Mauritel,,,0.06500
Montserrat,MSR,1664,Montserrat-Others,,,0.01000
Montserrat,MSR,1664,Montserrat - Cable & Wireless (LIME),,,0.01500
Martinique,MTQ,596,Martinique - Digicel Antilles Francaises Guyane,,,0.00880
Martinique,MTQ,596,Martinique - MARTINIQUE TELEPHONE MOBILE,,,0.00880
Martinique,MTQ,596,Martinique - Orange Caraibe Mobiles,,,0.06500
Martinique,MTQ,596,Martinique - Outremer Telecom,,,0.02500
Mauritius,MUS,230,Mauritius-Orange,,,0.14000
Mauritius,MUS,230,Mauritius-Others,,,0.14000
Mauritius,MUS,230,Mauritius - Cell Plus,,,0.14000
Mauritius,MUS,230,Mauritius - Emtel,,,0.02700
Mauritius,MUS,230,Mauritius - Mahanagar Telephone Mauritius Ltd. (MTML),,,0.14000
Malawi,MWI,265,Malawi - CelTel,,,0.09000
Malawi,MWI,265,Malawi - Telekom Networks Malawi Ltd.,,,0.05000
Malaysia,MYS,60,Malaysia - Celcom,,,0.05500
Malaysia,MYS,60,Malaysia - Maxis,,,0.05200
Malaysia,MYS,60,Malaysia - Other,,,0.04900
Malaysia,MYS,60,Malaysia - U Mobile,,,0.04900
Malaysia,MYS,60,Malaysia - Baraka Telecom Sdn Bhd,,,0.04900
Malaysia,MYS,60,Malaysia - DiGi Telecom,,,0.04900
Malaysia,MYS,60,Malaysia - Packet One Network Sdn Bhd,,,0.04900
Malaysia,MYS,60,Malaysia - Samata Communications,,,0.04900
Malaysia,MYS,60,Malaysia - Talk Focus,,,0.04900
Malaysia,MYS,60,Malaysia - Telekom Malaysia Berhad,,,0.04900
Malaysia,MYS,60,Malaysia - YTL Communications Sdn Bhd,,,0.04900
Malaysia,MYS,60,Tune Talk Sdn Bhd,,,0.04900
Namibia,NAM,264,Namibia - Mobile Telecommunications (MTC),,,0.05000
Namibia,NAM,264,Namibia - Orascom Telecom Holding (Leo),,,0.03500
Namibia,NAM,264,Namibia - Telecom Namibia,,,0.06500
New Caledonia,NCL,687,New Caledonia-Others,,,0.02500
New Caledonia,NCL,687,New Caledonia - OPT New Caledonia Mobilis,,,0.13000
Niger,NER,227,Niger - Airtel Niger,,,0.09000
Niger,NER,227,Niger - Moov (Telecel),,,0.03650
Niger,NER,227,Niger - Orange,,,0.10000
Niger,NER,227,Niger - Sahelcom,,,0.07000
Norfolk Island,NFK,,Norfolk Island - All Networks,,,0.04000
Nigeria,NGA,234,Nigeria - Other,,,0.02200
Nigeria,NGA,234,Nigeria-Starcomms,,,0.02200
Nigeria,NGA,234,Nigeria-Visafone,,,0.02200
Nigeria,NGA,234,Nigeria - Airtel Nigeria,,,0.10500
Nigeria,NGA,234,Nigeria - EMST Etisalat,,,0.10500
Nigeria,NGA,234,Nigeria - Globacom Ltd,,,0.10500
Nigeria,NGA,234,Nigeria - MTN,,,0.10500
Nigeria,NGA,234,Nigeria - Multi-links Telecommunications Ltd,,,0.02200
Nigeria,NGA,234,Nigeria - NITEL,,,0.02200
Nigeria,NGA,234,Nigeria - Visafone Communications Ltd,,,0.02200
Nicaragua,NIC,505,Nicaragua - Claro,,,0.07200
Nicaragua,NIC,505,Nicaragua - Movistar,,,0.03600
Niue,NIU,683,Niue - All Networks,,,0.06500
Netherlands,NLD,31,Netherlands-Others,,,0.09100
Netherlands,NLD,31,Netherlands - AT&T Global Network Services Nederland,,,0.09100
Netherlands,NLD,31,Netherlands - Elephant Talk,,,0.09100
Netherlands,NLD,31,Netherlands - KPN,,,0.09100
Netherlands,NLD,31,Netherlands - KPN - Telfort Mobile,,,0.09100
Netherlands,NLD,31,Netherlands - Lancelot,,,0.09100
Netherlands,NLD,31,Netherlands - Lycamobile Netherlands,,,0.09100
Netherlands,NLD,31,Netherlands - Mundio Mobile,,,0.09100
Netherlands,NLD,31,Netherlands - Private Mobility Nederland,,,0.09100
Netherlands,NLD,31,Netherlands - Roamware (Netherlands),,,0.09100
Netherlands,NLD,31,Netherlands - T-Mobile Netherlands,,,0.09100
Netherlands,NLD,31,Netherlands - Tele2  Nederland,,,0.09100
Netherlands,NLD,31,Netherlands - Teleena Holding,,,0.09100
Netherlands,NLD,31,Netherlands - UPC Nederland,,,0.09100
Netherlands,NLD,31,Netherlands - Vodafone Libertel,,,0.09100
Netherlands,NLD,31,Netherlands - Voiceworks,,,0.09100
Netherlands,NLD,31,Netherlands - Ziggo,,,0.09100
Netherlands,NLD,31,Intercity Mobile Communications,,,0.09100
Netherlands,NLD,31,Aspider Solutions Nederland,,,0.09100
Norway,NOR,47,Norway-Others,,,0.05700
Norway,NOR,47,Norway - Com4 AS,,,0.05700
Norway,NOR,47,Norway - Mobile Norway,,,0.05700
Norway,NOR,47,Norway - TDC AS,,,0.05700
Norway,NOR,47,Norway - Tele2 Norge AS,,,0.06000
Norway,NOR,47,Norway - Telenor Norge AS,,,0.05700
Norway,NOR,47,Norway - TeliaSonera Norge AS (NetCom),,,0.06000
Norway,NOR,47,Ventelo AS,,,0.05700
Norway,NOR,47,Lyca Mobile,,,0.05700
Nepal,NPL,977,Nepal - Nepal Telecom,,,0.12500
Nepal,NPL,977,Nepal - Smart Telecom,,,0.11000
Nepal,NPL,977,Nepal - Spice Nepal,,,0.11752
Nepal,NPL,977,Nepal - Default,,,0.12500
Nauru,NRU,674,Nauru - All Networks,,,0.04000
New Zealand,NZL,64,New Zealand-Telecom,,,0.09500
New Zealand,NZL,64,New Zealand - Telecom New Zealand (Spark),,,0.09500
New Zealand,NZL,64,New Zealand - Two Degrees Mobile,,,0.09500
New Zealand,NZL,64,New Zealand - Vodafone,,,0.09500
New Zealand,NZL,64,New Zealand - Default,,,0.09500
Oman,OMN,968,Oman - Others,,,0.03150
Oman,OMN,968,Oman - Oman Mobile,,,0.09000
Oman,OMN,968,Oman - Omani Qatari Telecom,,,0.03150
Pakistan,PAK,92,Pakistan All,,,0.02840
Pakistan,PAK,92,Pakistan - CMPAK (Zong),,,0.06000
Pakistan,PAK,92,Pakistan - Instaphone,,,0.02840
Pakistan,PAK,92,Pakistan - Mobilink GSM,,,0.05200
Pakistan,PAK,92,Pakistan - Pakistan Telecommunication Mobile Ltd (Ufone),,,0.06000
Pakistan,PAK,92,Pakistan - Telenor Pakistan,,,0.04000
Pakistan,PAK,92,Pakistan - Warid Telecommunications,,,0.05200
Panama,PAN,507,Panama-Others,,,0.04800
Panama,PAN,507,Panama - Cable & Wireless(Movil),,,0.07500
Panama,PAN,507,Panama - Claro,,,0.07600
Panama,PAN,507,Panama - Digicel,,,0.04800
Panama,PAN,507,Panama - Telefonica Moviles (Movistar),,,0.04800
Peru,PER,51,Peru-Others,,,0.03300
Peru,PER,51,Peru - Claro,,,0.04800
Peru,PER,51,Peru - Nextel del Peru,,,0.03300
Peru,PER,51,Peru - Telefonica Moviles (Movistar),,,0.04800
Peru,PER,51,Peru - Viettle Peru S.A.C,,,0.04000
Philippines,PHL,63,Philippines - Others (Globe),,,0.04100
Philippines,PHL,63,Philippines - Digitel/ Sun Cellular,,,0.04100
Philippines,PHL,63,Philippines - Globe Telecom,,,0.04100
Philippines,PHL,63,Philippines - Next Mobile (Nextel),,,0.04100
Philippines,PHL,63,Philippines - Smart Communications,,,0.04100
Palau,PLW,680,Palau-Others,,,0.04000
Palau,PLW,680,Palau - Palau Mobile Corporation (PMC),,,0.00750
Palau,PLW,680,Palau - Palau National Communications Corporation (PNCC),,,0.04000
Papua New Guinea,PNG,675,Papua New Guinea-Others,,,0.03500
Papua New Guinea,PNG,675,Papua New Guinea - BeMobile (PNG) Ltd,,,0.03500
Papua New Guinea,PNG,675,Papua New Guinea - Digicel (PNG),,,0.04300
Poland,POL,48,Poland-Cyfrowy Polsat,,,0.04100
Poland,POL,48,Poland-Others,,,0.04100
Poland,POL,48,Poland - AERO 2 Sp. z o.o.,,,0.04100
Poland,POL,48,Poland - CENTERNET S.A.,,,0.04100
Poland,POL,48,Poland - CYFROWY POLSAT S.A.,,,0.04100
Poland,POL,48,Poland - E-Telko Sp. z o.o.,,,0.04100
Poland,POL,48,Poland - Mobyland,,,0.04100
Poland,POL,48,Poland - Netia Mobile Sp. z o.o. (P4),,,0.04100
Poland,POL,48,Poland - Orange Polska,,,0.04100
Poland,POL,48,Poland - POLKOMTEL S.A.,,,0.04100
Poland,POL,48,Poland - Polska Telefonia Cyfrowa Sp. z o.o. (PTC) (T-mobile),,,0.04100
Poland,POL,48,Poland - SFERIA S.A.,,,0.04100
Poland,POL,48,Poland - Tele 2 Polska (MVNO),,,0.04100
Poland,POL,48,Poland - Truphone,,,0.04100
Poland,POL,48,Lycamobile Sp. z o.o.,,,0.04100
Poland,POL,48,Mundio   Mobile Sp. z o.o.,,,0.04100
Puerto Rico,PRI,1,Puerto Rico-All Networks,,,0.04500
Puerto Rico,PRI,1,"Puerto Rico - North Sight Communications, Inc.",,,0.04500
North Korea,PRK,850,North Korea - All Networks,,,0.06500
Portugal,PRT,351,Portugal-Others,,,0.04800
Portugal,PRT,351,"Portugal - LYCAMOBILE PORTUGAL, LDA.",,,0.04800
Portugal,PRT,351,Portugal - MEO-Servicos de Comunicacoes e Multimedia (TMN),,,0.04800
Portugal,PRT,351,Portugal - NOS (OPTIMUS - COMUNICACOES),,,0.04800
Portugal,PRT,351,Portugal - VODAFONE PORTUGAL,,,0.04800
Portugal,PRT,351,MUNDIO MOBILE (PORTUGAL) LIMITED,,,0.04800
Paraguay,PRY,595,Paraguay - Claro,,,0.02500
Paraguay,PRY,595,Paraguay - Personal (Nucleo),,,0.02500
Paraguay,PRY,595,Paraguay - Telecel / Tigo,,,0.03650
Paraguay,PRY,595,Paraguay - VOX,,,0.03500
French Polynesia,PYF,689,French Polynesia-Others,,,0.08500
French Polynesia,PYF,689,French Polynesia - Pacific Mobile,,,0.08500
French Polynesia,PYF,689,French Polynesia - VINI,,,0.08500
Qatar,QAT,974,Qatar-Q-Tel,,,0.03800
Qatar,QAT,974,Qatar - Ooredoo,,,0.07000
Qatar,QAT,974,Qatar - Vodafone,,,0.03800
Reunion,REU,262,Reunion-Others,,,0.13500
Reunion,REU,262,Reunion - Orange Reunion,,,0.13500
Reunion,REU,262,Reunion - Outremer Telecom,,,0.13500
Reunion,REU,262,Reunion - Societe Reunionnaise du Radiotelephone,,,0.13500
Romania,ROU,40,Romania-DIGI,,,0.06500
Romania,ROU,40,Romania-Others,,,0.06500
Romania,ROU,40,Romania - Cosmote Romanian Mobile Telecommunications,,,0.06500
